; 11/25/95		17:38:41
mons001$:
	db	40,156			; learning skill
	db	45,36			; learning skill
	db	50,58			; learning skill
	db	0			; end of skill section
mons059$:
	db	01,26,118
	db	0			
	db	15,45			; learning skill
	db	19,91			; learning skill
	db	24,28			; learning skill
	db	31,163			; learning skill
	db	40,89			; learning skill
	db	0			; end of skill section
mons060$:
	db	0			
	db	21,23			; learning skill
	db	28,39			; learning skill
	db	35,43			; learning skill
	db	44,99			; learning skill
	db	51,36			; learning skill
	db	0			; end of skill section
mons061$:
	db	0			
	db	0			; end of skill section
mons062$:
	db	0			
	db	0			; end of skill section
mons063$:
	db	0			
	db	0			; end of skill section
mons064$:
	db	0			
	db	07,43			; learning skill
	db	15,31			; learning skill
	db	23,14			; learning skill
	db	31,97			; learning skill
	db	39,163			; learning skill
	db	0			; end of skill section
mons065$:
	db	01,31,119
	db	0			
	db	24,77			; learning skill
	db	27,141			; learning skill
	db	30,78			; learning skill
	db	35,60			; learning skill
	db	38,79			; learning skill
	db	43,94			; learning skill
	db	0			; end of skill section
mons066$:
	db	0			
	db	10,86			; learning skill
	db	20,97			; learning skill
	db	35,21			; learning skill
	db	45,82			; learning skill
	db	60,63			; learning skill
	db	0			; end of skill section
mons067$:
	db	0			
	db	0			; end of skill section
mons068$:
	db	0			
	db	0			; end of skill section
mons069$:
	db	0			
	db	0			; end of skill section
mons070$:
	db	01,31,116
	db	0			
	db	20,45			; learning skill
	db	24,31			; learning skill
	db	30,65			; learning skill
	db	36,99			; learning skill
	db	40,161			; learning skill
	db	44,97			; learning skill
	db	0			; end of skill section
mons071$:
	db	01,25,110
	db	0			
	db	16,95			; learning skill
	db	19,55			; learning skill
	db	25,3			; learning skill
	db	31,34			; learning skill
	db	38,133			; learning skill
	db	45,56			; learning skill
	db	0			; end of skill section
mons072$:
	db	0			
	db	18,122			; learning skill
	db	23,3			; learning skill
	db	31,8			; learning skill
	db	39,34			; learning skill
	db	47,37			; learning skill
	db	58,59			; learning skill
	db	0			; end of skill section
mons073$:
	db	0			
	db	51,43			; learning skill
	db	55,97			; learning skill
	db	60,143			; learning skill
	db	0			; end of skill section
mons074$:
	db	0			
	db	51,59			; learning skill
	db	55,97			; learning skill
	db	60,54			; learning skill
	db	0			; end of skill section
mons075$:
	db	0			
	db	51,87			; learning skill
	db	55,97			; learning skill
	db	60,113			; learning skill
	db	0			; end of skill section
mons076$:
	db	0			
	db	0			; end of skill section
mons077$:
	db	01,28,144
	db	0			
	db	12,44			; learning skill
	db	17,6			; learning skill
	db	24,103			; learning skill
	db	33,154			; learning skill
	db	44,163			; learning skill
	db	0			; end of skill section
mons078$:
	db	01,28,138
	db	0			
	db	20,11			; learning skill
	db	25,12			; learning skill
	db	30,23			; learning skill
	db	35,152			; learning skill
	db	40,106			; learning skill
	db	0			; end of skill section
mons079$:
	db	0			
	db	0			; end of skill section
mons080$:
	db	0			
	db	0			; end of skill section
mons081$:
	db	0			
	db	0			; end of skill section
mons082$:
	db	02,32,1,83
	db	0			
	db	16,98			; learning skill
	db	21,46			; learning skill
	db	28,109			; learning skill
	db	35,53			; learning skill
	db	42,83			; learning skill
	db	0			; end of skill section
mons083$:
	db	0			
	db	0			; end of skill section
mons084$:
	db	02,33,1,85
	db	0			
	db	9,86			; learning skill
	db	16,98			; learning skill
	db	26,129			; learning skill
	db	33,97			; learning skill
	db	43,87			; learning skill
	db	0			; end of skill section
mons085$:
	db	0			
	db	0			; end of skill section
mons086$:
	db	0			
	db	0			; end of skill section
mons087$:
	db	0			
	db	0			; end of skill section
mons088$:
	db	01,30,89
	db	0			
	db	10,86			; learning skill
	db	20,97			; learning skill
	db	30,21			; learning skill
	db	40,82			; learning skill
	db	50,63			; learning skill
	db	0			; end of skill section
mons089$:
	db	01,55,66
	db	0			
	db	10,86			; learning skill
	db	20,97			; learning skill
	db	35,21			; learning skill
	db	45,82			; learning skill
	db	55,63			; learning skill
	db	0			; end of skill section
mons090$:
	db	01,40,91
	db	0			
	db	34,71			; learning skill
	db	39,163			; learning skill
	db	44,43			; learning skill
	db	49,56			; learning skill
	db	0			; end of skill section
mons091$:
	db	0			
	db	34,71			; learning skill
	db	39,163			; learning skill
	db	46,43			; learning skill
	db	53,56			; learning skill
	db	0			; end of skill section
mons092$:
	db	01,32,93
	db	0			
	db	19,108			; learning skill
	db	24,43			; learning skill
	db	30,55			; learning skill
	db	37,97			; learning skill
	db	45,56			; learning skill
	db	0			; end of skill section
mons093$:
	db	0			
	db	19,108			; learning skill
	db	24,43			; learning skill
	db	30,55			; learning skill
	db	41,97			; learning skill
	db	52,56			; learning skill
	db	0			; end of skill section
mons094$:
	db	0			
	db	0			; end of skill section
mons095$:
	db	0			
	db	0			; end of skill section
mons096$:
	db	01,22,97
	db	0			
	db	10,28			; learning skill
	db	17,163			; learning skill
	db	24,40			; learning skill
	db	31,129			; learning skill
	db	38,154			; learning skill
	db	0			; end of skill section
mons097$:
	db	0			
	db	10,28			; learning skill
	db	17,163			; learning skill
	db	27,40			; learning skill
	db	36,129			; learning skill
	db	47,154			; learning skill
	db	0			; end of skill section
mons098$:
	db	01,40,99
	db	0			
	db	34,30			; learning skill
	db	39,43			; learning skill
	db	46,131			; learning skill
	db	53,56			; learning skill
	db	0			; end of skill section
mons099$:
	db	0			
	db	34,30			; learning skill
	db	39,43			; learning skill
	db	44,131			; learning skill
	db	49,56			; learning skill
	db	0			; end of skill section
mons100$:
	db	02,10,1,101
	db	0			
	db	9,1			; learning skill
	db	14,50			; learning skill
	db	19,111			; learning skill
	db	24,3			; learning skill
	db	29,156			; learning skill
	db	34,34			; learning skill
	db	39,38			; learning skill
	db	0			; end of skill section
mons101$:
	db	0			
	db	0			; end of skill section
mons102$:
	db	02,32,1,103
	db	02,33,1,104
	db	02,34,1,105
	db	0			
	db	27,98			; learning skill
	db	31,39			; learning skill
	db	37,44			; learning skill
	db	45,36			; learning skill
	db	0			; end of skill section
mons103$:
	db	0			
	db	27,98			; learning skill
	db	31,52			; learning skill
	db	37,39			; learning skill
	db	40,44			; learning skill
	db	42,43			; learning skill
	db	44,83			; learning skill
	db	48,99			; learning skill
	db	54,53			; learning skill
	db	0			; end of skill section
mons104$:
	db	0			
	db	27,98			; learning skill
	db	31,84			; learning skill
	db	37,39			; learning skill
	db	40,86			; learning skill
	db	42,24			; learning skill
	db	44,97			; learning skill
	db	48,42			; learning skill
	db	54,87			; learning skill
	db	0			; end of skill section
mons105$:
	db	0			
	db	27,98			; learning skill
	db	31,55			; learning skill
	db	37,39			; learning skill
	db	40,44			; learning skill
	db	42,151			; learning skill
	db	44,114			; learning skill
	db	48,54			; learning skill
	db	54,56			; learning skill
	db	0			; end of skill section
mons106$:
	db	01,28,41
	db	0			
	db	20,67			; learning skill
	db	25,43			; learning skill
	db	32,116			; learning skill
	db	39,69			; learning skill
	db	46,66			; learning skill
	db	0			; end of skill section
mons107$:
	db	01,22,130
	db	0			
	db	10,48			; learning skill
	db	15,44			; learning skill
	db	21,109			; learning skill
	db	28,17			; learning skill
	db	36,114			; learning skill
	db	0			; end of skill section
mons108$:
	db	01,22,45
	db	0			
	db	10,40			; learning skill
	db	17,44			; learning skill
	db	24,137			; learning skill
	db	31,103			; learning skill
	db	38,51			; learning skill
	db	0			; end of skill section
mons109$:
	db	01,24,46
	db	0			
	db	13,78			; learning skill
	db	20,141			; learning skill
	db	27,147			; learning skill
	db	34,163			; learning skill
	db	41,74			; learning skill
	db	0			; end of skill section
mons110$:
	db	02,34,1,111
	db	0			
	db	16,95			; learning skill
	db	19,55			; learning skill
	db	26,3			; learning skill
	db	33,34			; learning skill
	db	41,133			; learning skill
	db	49,56			; learning skill
	db	0			; end of skill section
mons111$:
	db	0			
	db	16,95			; learning skill
	db	19,55			; learning skill
	db	0			; end of skill section
mons112$:
	db	01,07,113
	db	0			
	db	0			; end of skill section
mons113$:
	db	01,10,114
	db	0			
	db	0			; end of skill section
mons114$:
	db	0			
	db	12,31			; learning skill
	db	16,116			; learning skill
	db	20,41			; learning skill
	db	25,99			; learning skill
	db	30,42			; learning skill
	db	35,97			; learning skill
	db	0			; end of skill section
mons115$:
	db	0			
	db	0			; end of skill section
mons116$:
	db	0			
	db	20,45			; learning skill
	db	24,31			; learning skill
	db	30,65			; learning skill
	db	39,99			; learning skill
	db	45,161			; learning skill
	db	51,97			; learning skill
	db	0			; end of skill section
mons117$:
	db	0			
	db	15,2			; learning skill
	db	21,154			; learning skill
	db	27,116			; learning skill
	db	37,69			; learning skill
	db	46,37			; learning skill
	db	0			; end of skill section
mons118$:
	db	0			
	db	15,45			; learning skill
	db	19,91			; learning skill
	db	24,28			; learning skill
	db	35,163			; learning skill
	db	47,89			; learning skill
	db	0			; end of skill section
mons119$:
	db	0			
	db	24,77			; learning skill
	db	27,141			; learning skill
	db	30,78			; learning skill
	db	38,60			; learning skill
	db	43,79			; learning skill
	db	50,94			; learning skill
	db	0			; end of skill section
mons120$:
	db	0			
	db	30,45			; learning skill
	db	35,62			; learning skill
	db	44,156			; learning skill
	db	50,36			; learning skill
	db	56,58			; learning skill
	db	0			; end of skill section
mons121$:
	db	0			
	db	0			; end of skill section
mons122$:
	db	0			
	db	0			; end of skill section
mons123$:
	db	01,7,124
	db	0			
	db	0			; end of skill section
mons124$:
	db	01,10,125
	db	0			
	db	0			; end of skill section
mons125$:
	db	0			
	db	12,93			; learning skill
	db	15,77			; learning skill
	db	16,78			; learning skill
	db	17,79			; learning skill
	db	21,48			; learning skill
	db	26,18			; learning skill
	db	32,60			; learning skill
	db	0			; end of skill section
mons126$:
	db	0			
	db	20,67			; learning skill
	db	25,43			; learning skill
	db	36,116			; learning skill
	db	44,69			; learning skill
	db	52,66			; learning skill
	db	0			; end of skill section
mons127$:
	db	0			
	db	0			; end of skill section
mons128$:
	db	0			
	db	28,39			; learning skill
	db	31,50			; learning skill
	db	39,93			; learning skill
	db	48,154			; learning skill
	db	59,56			; learning skill
	db	0			; end of skill section
mons129$:
	db	0			
	db	12,50			; learning skill
	db	17,93			; learning skill
	db	24,29			; learning skill
	db	33,139			; learning skill
	db	37,94			; learning skill
	db	43,96			; learning skill
	db	0			; end of skill section
mons130$:
	db	0			
	db	10,48			; learning skill
	db	15,44			; learning skill
	db	21,109			; learning skill
	db	32,17			; learning skill
	db	43,114			; learning skill
	db	0			; end of skill section
mons131$:
	db	0			
	db	63,112			; learning skill
	db	66,94			; learning skill
	db	70,105			; learning skill
	db	75,54			; learning skill
	db	81,133			; learning skill
	db	0			; end of skill section
mons132$:
	db	0			
	db	35,34			; learning skill
	db	41,106			; learning skill
	db	48,38			; learning skill
	db	56,63			; learning skill
	db	0			; end of skill section
mons133$:
	db	01,20,22
	db	0			
	db	15,33			; learning skill
	db	0			; end of skill section
mons134$:
	db	0			
	db	0			; end of skill section
mons135$:
	db	0			
	db	0			; end of skill section
mons136$:
	db	0			
	db	30,139			; learning skill
	db	33,107			; learning skill
	db	37,124			; learning skill
	db	45,106			; learning skill
	db	53,103			; learning skill
	db	60,151			; learning skill
	db	0			; end of skill section
mons137$:
	db	0			
	db	0			; end of skill section
mons138$:
	db	0			
	db	20,11			; learning skill
	db	25,12			; learning skill
	db	34,23			; learning skill
	db	42,152			; learning skill
	db	49,106			; learning skill
	db	0			; end of skill section
mons139$:
	db	0			
	db	50,131			; learning skill
	db	0			; end of skill section
mons140$:
	db	0			
	db	0			; end of skill section
mons141$:
	db	0			
	db	17,49			; learning skill
	db	22,120			; learning skill
	db	29,113			; learning skill
	db	40,129			; learning skill
	db	50,153			; learning skill
	db	0			; end of skill section
mons142$:
	db	0			
	db	0			; end of skill section
mons143$:
	db	0			
	db	32,124			; learning skill
	db	39,108			; learning skill
	db	43,120			; learning skill
	db	49,114			; learning skill
	db	53,153			; learning skill
	db	0			; end of skill section
mons144$:
	db	0			
	db	12,44			; learning skill
	db	17,6			; learning skill
	db	24,103			; learning skill
	db	37,154			; learning skill
	db	51,163			; learning skill
	db	0			; end of skill section
mons145$:
	db	0			
	db	25,43			; learning skill
	db	33,116			; learning skill
	db	41,37			; learning skill
	db	48,155			; learning skill
	db	55,99			; learning skill
	db	0			; end of skill section
mons146$:
	db	0			
	db	0			; end of skill section
mons147$:
	db	03,1,14
	db	0			
	db	29,95			; learning skill
	db	38,138			; learning skill
	db	0			; end of skill section
mons148$:
	db	01,16,38
	db	0			
	db	0			; end of skill section
mons149$:
	db	0			
	db	16,93			; learning skill
	db	20,50			; learning skill
	db	27,60			; learning skill
	db	31,105			; learning skill
	db	38,94			; learning skill
	db	42,115			; learning skill
	db	0			; end of skill section
mons150$:
	db	01,36,151
	db	0			
	db	5,28			; learning skill
	db	12,98			; learning skill
	db	21,18			; learning skill
	db	31,17			; learning skill
	db	40,97			; learning skill
	db	49,119			; learning skill
	db	0			; end of skill section
mons151$:
	db	0			
	db	5,28			; learning skill
	db	12,98			; learning skill
	db	21,18			; learning skill
	db	31,17			; learning skill
	db	44,97			; learning skill
	db	54,119			; learning skill
	db	0			; end of skill section
mons152$:
	db	0			
	db	0			; end of skill section
mons153$:
	db	01,16,9
	db	0			
	db	7,73			; learning skill
	db	13,22			; learning skill
	db	20,77			; learning skill
	db	27,75			; learning skill
	db	34,74			; learning skill
	db	41,79			; learning skill
	db	48,76			; learning skill
	db	0			; end of skill section
mons154$:
	db	0			
	db	7,73			; learning skill
	db	13,22			; learning skill
	db	22,77			; learning skill
	db	30,75			; learning skill
	db	43,74			; learning skill
	db	55,79			; learning skill
	db	65,76			; learning skill
	db	0			; end of skill section
mons155$:
	db	0			
	db	07,48			; learning skill
	db	13,35			; learning skill
	db	18,40			; learning skill
	db	22,55			; learning skill
	db	27,132			; learning skill
	db	35,112			; learning skill
	db	43,103			; learning skill
	db	50,56			; learning skill
	db	0			; end of skill section
mons156$:
	db	0			
	db	0			; end of skill section
mons157$:
	db	01,33,158
	db	0			
	db	19,48			; learning skill
	db	24,30			; learning skill
	db	30,31			; learning skill
	db	37,127			; learning skill
	db	45,32			; learning skill
	db	54,97			; learning skill
	db	0			; end of skill section
mons158$:
	db	0			
	db	19,48			; learning skill
	db	24,30			; learning skill
	db	30,31			; learning skill
	db	39,127			; learning skill
	db	48,32			; learning skill
	db	54,97			; learning skill
	db	0			; end of skill section
mons159$:
	db	0			
	db	0			; end of skill section
mons160$:
	db	0			
	db	0			; end of skill section
mons161$:
	db	0			
	db	0			; end of skill section
mons162$:
	db	0			
	db	0			; end of skill section
mons163$:
	db	01,40,164
	db	0			
	db	30,39			; learning skill
	db	32,23			; learning skill
	db	35,45			; learning skill
	db	39,83			; learning skill
	db	43,36			; learning skill
	db	48,97			; learning skill
	db	0			; end of skill section
mons164$:
	db	0			
	db	30,39			; learning skill
	db	32,23			; learning skill
	db	35,45			; learning skill
	db	39,83			; learning skill
	db	47,36			; learning skill
	db	55,97			; learning skill
	db	0			; end of skill section
mons165$:
	db	01,20,166
	db	0			
	db	7,98			; learning skill
	db	14,158			; learning skill
	db	23,116			; learning skill
	db	34,162			; learning skill
	db	0			; end of skill section
mons166$:
	db	0			
	db	7,98			; learning skill
	db	14,158			; learning skill
	db	27,116			; learning skill
	db	41,162			; learning skill
	db	0			; end of skill section
mons167$:
	db	02,10,1,7
	db	0			
	db	8,30			; learning skill
	db	14,40			; learning skill
	db	23,116			; learning skill
	db	32,31			; learning skill
	db	41,32			; learning skill
	db	50,24			; learning skill
	db	0			; end of skill section
mons168$:
	db	02,10,1,16
	db	0			
	db	8,10			; learning skill
	db	14,40			; learning skill
	db	23,39			; learning skill
	db	32,44			; learning skill
	db	41,154			; learning skill
	db	50,24			; learning skill
	db	0			; end of skill section
mons169$:
	db	01,25,39
	db	0			
	db	11,111			; learning skill
	db	16,88			; learning skill
	db	21,120			; learning skill
	db	26,106			; learning skill
	db	31,89			; learning skill
	db	36,153			; learning skill
	db	0			; end of skill section
mons170$:
	db	0			
	db	23,60			; learning skill
	db	28,105			; learning skill
	db	35,97			; learning skill
	db	42,161			; learning skill
	db	0			; end of skill section
mons171$:
	db	0			
	db	33,48			; learning skill
	db	38,44			; learning skill
	db	45,36			; learning skill
	db	54,63			; learning skill
	db	0			; end of skill section
mons172$:
	db	0			
	db	0			; end of skill section
mons173$:
	db	01,30,54
	db	0			
	db	21,49			; learning skill
	db	25,84			; learning skill
	db	29,48			; learning skill
	db	35,86			; learning skill
	db	41,129			; learning skill
	db	47,103			; learning skill
	db	0			; end of skill section
mons174$:
	db	0			
	db	0			; end of skill section
mons175$:
	db	0			
	db	0			; end of skill section
mons176$:
	db	01,16,178
	db	0			
	db	9,52			; learning skill
	db	15,43			; learning skill
	db	22,99			; learning skill
	db	30,163			; learning skill
	db	38,53			; learning skill
	db	46,83			; learning skill
	db	0			; end of skill section
mons177$:
	db	01,16,179
	db	0			
	db	8,145			; learning skill
	db	15,55			; learning skill
	db	22,44			; learning skill
	db	28,110			; learning skill
	db	35,130			; learning skill
	db	42,56			; learning skill
	db	0			; end of skill section
mons178$:
	db	01,36,180
	db	0			
	db	9,52			; learning skill
	db	15,43			; learning skill
	db	24,99			; learning skill
	db	33,163			; learning skill
	db	42,53			; learning skill
	db	56,83			; learning skill
	db	0			; end of skill section
mons179$:
	db	01,36,28
	db	0			
	db	8,145			; learning skill
	db	15,55			; learning skill
	db	24,44			; learning skill
	db	31,110			; learning skill
	db	39,130			; learning skill
	db	47,56			; learning skill
	db	0			; end of skill section
mons180$:
	db	0			
	db	9,52			; learning skill
	db	15,43			; learning skill
	db	24,99			; learning skill
