; 06/06/98	16:45:40
road_1$:
	db	15,37
	db	15,37
	db	15,37
	db	15,37
	db	15,37
	db	15,37
	db	15,37
	db	15,8
	db	20,8
road_14$:
	db	15
	db	26,185
	db	26,188
	db	24,65
	db	30,150
	db	28,185
	db	28,188
	db	30,186
	db	30,189
	db	27,65
	db	30,119
	db	00
road_15$:
	db	15
	db	26,185
	db	26,188
	db	24,65
	db	32,150
	db	28,185
	db	28,188
	db	30,186
	db	30,189
	db	27,65
	db	30,119
	db	00
road_16$:
	db	25
	db	22,5
	db	22,70
	db	23,165
	db	24,70
	db	24,165
	db	26,70
	db	23,5
	db	24,35
	db	25,166
	db	26,166
	db	00
road_17$:
	db	25
	db	26,70
	db	27,35
	db	27,70
	db	28,70
	db	28,163
	db	30,163
	db	29,35
	db	28,70
	db	32,163
	db	29,116
	db	00
road_18$:
	db	25
	db	22,5
	db	22,70
	db	23,165
	db	24,70
	db	24,165
	db	26,70
	db	23,5
	db	24,35
	db	25,166
	db	26,166
	db	00
d12r1f4$:
	db	30
	db	14,3
	db	36,15
	db	24,12
	db	20,18
	db	23,167
	db	27,46
	db	27,109
	db	32,46
	db	22,30
	db	07,40
	db	00
d12r1f1$:
	db	30
	db	21,3
	db	29,15
	db	22,12
	db	21,60
	db	32,168
	db	19,17
	db	26,12
	db	24,145
	db	21,40
	db	15,26
	db	00
d12r1f2$:
	db	30
	db	36,3
	db	14,15
	db	20,12
	db	25,18
	db	23,168
	db	28,2
	db	16,17
	db	33,2
	db	25,26
	db	15,29
	db	00
d12r1f3$:
	db	30
	db	29,3
	db	21,15
	db	22,12
	db	21,60
	db	32,167
	db	19,17
	db	26,12
	db	24,145
	db	25,29
	db	27,30
	db	00
road_19$:
	db	00
	db	05
	db	05,24
	db	10,24
	db	15,24
	db	05,24
	db	10,24
	db	15,24
	db	20,24
	db	30,24
	db	35,24
	db	40,24
road_20$:
	db	00
	db	05
	db	05,24
	db	10,24
	db	15,24
	db	05,24
	db	10,24
	db	15,24
	db	20,24
	db	30,24
	db	35,24
	db	40,24
r20r1f1$:
	db	15
	db	18,107
	db	25,78
	db	27,78
	db	27,107
	db	36,107
	db	28,37
	db	30,37
	db	09,107
	db	27,130
	db	36,130
	db	00
d16r1f1$:
	db	10
	db	27,107
	db	26,78
	db	36,107
	db	28,78
	db	27,130
	db	29,37
	db	18,107
	db	28,138
	db	22,58
	db	26,58
	db	00
d16r1f2$:
	db	10
	db	27,107
	db	27,78
	db	36,107
	db	27,130
	db	28,138
	db	24,58
	db	29,78
	db	36,130
	db	31,37
	db	31,8
	db	00
d16r1f3$:
	db	10
	db	27,130
	db	36,107
	db	29,78
	db	27,107
	db	30,138
	db	26,58
	db	31,78
	db	30,58
	db	28,120
	db	32,120
	db	05
	db	25,24
	db	30,24
	db	20,24
	db	30,27
	db	35,24
	db	30,27
	db	40,24
	db	30,27
	db	30,27
	db	30,27
d16r1f4$:
	db	10
	db	36,130
	db	36,107
	db	30,78
	db	32,138
	db	28,58
	db	32,58
	db	27,130
	db	45,107
	db	30,120
	db	34,120
	db	05
	db	25,24
	db	30,24
	db	20,24
	db	30,27
	db	35,24
	db	30,27
	db	40,24
	db	30,27
	db	30,27
	db	30,27
t9r1f1$:
	db	10
	db	34,165
	db	34,166
	db	23,13
	db	26,33
	db	37,165
	db	37,166
	db	30,33
	db	26,13
	db	34,33
	db	38,33
	db	00
d11r1f1$:
	db	10
	db	37,165
	db	37,166
	db	26,13
	db	29,13
	db	40,165
	db	40,166
	db	32,13
	db	35,13
	db	35,136
	db	38,136
	db	00
d11r1f2$:
	db	10
	db	40,165
	db	40,166
	db	32,13
	db	35,13
	db	43,165
	db	43,166
	db	38,13
	db	38,13
	db	38,136
	db	41,136
	db	00
d11r1f3$:
	db	10
	db	35,13
	db	38,13
	db	37,166
	db	40,166
	db	41,136
	db	43,166
	db	24,76
	db	46,166
	db	18,76
	db	12,76
	db	00
road_21$:
	db	25
	db	15,36
	db	13,165
	db	13,36
	db	11,36
	db	17,36
	db	15,165
	db	15,166
	db	17,150
	db	19,150
	db	15,150
	db	05
	db	05,24
	db	10,24
	db	15,24
	db	05,24
	db	10,24
	db	15,24
	db	20,24
	db	30,24
	db	35,24
	db	40,24
t4r7f1$:
	db	10
	db	50,130
	db	55,130
	db	45,39
	db	55,186
	db	55,189
	db	52,97
	db	54,119
	db	54,46
	db	55,76
	db	60,76
	db	00
d13r1f1$:
	db	15
	db	52,130
	db	57,130
	db	50,39
	db	56,97
	db	50,18
	db	60,76
	db	58,186
	db	58,189
	db	60,1
	db	58,1
	db	00
d13r1f2$:
	db	25
	db	54,130
	db	59,130
	db	55,39
	db	52,18
	db	62,1
	db	60,76
	db	56,40
	db	65,76
	db	55,11
	db	50,11
	db	00
r10r3f1$:
	db	10
	db	30,173
	db	35,173
	db	33,54
	db	33,6
	db	37,6
	db	33,13
	db	37,13
	db	38,54
	db	33,136
	db	37,136
	db	00
road_23$:
	db	10
	db	41,167
	db	41,168
	db	36,57
	db	44,167
	db	44,168
	db	40,35
	db	41,57
	db	45,35
	db	41,117
	db	46,117
	db	00
r23r1f1$:
	db	10
	db	31,169
	db	36,169
	db	41,169
	db	44,107
	db	39,130
	db	44,39
	db	45,34
	db	47,34
	db	39,41
	db	42,41
	db	00
d8r1f1$:
	db	15
	db	36,169
	db	44,130
	db	41,169
	db	49,34
	db	46,169
	db	41,39
	db	42,41
	db	45,41
	db	47,39
	db	47,39
	db	00
d14r1f4$:
	db	15
	db	26,169
	db	31,169
	db	36,169
	db	39,107
	db	44,107
	db	41,169
	db	43,34
	db	45,34
	db	41,39
	db	47,39
	db	00
d7r1f1$:
	db	20
	db	18,59
	db	19,59
	db	17,59
	db	20,59
	db	16,59
	db	15,59
	db	21,59
	db	22,59
	db	29,118
	db	31,118
	db	00
