; 11/16/95	21:33:11
road_1$:
	db	30,189
	db	28,150
	db	30,150
	db	00
road_16$:
	db	25
	db	20,5
	db	22,5
	db	18,165
	db	20,70
	db	20,165
	db	18,70
	db	22,70
	db	22,165
	db	23,166
	db	25,166
	db	00
road_17$:
	db	25
	db	20,5
	db	22,5
	db	25,166
	db	24,70
	db	27,166
	db	26,70
	db	28,70
	db	29,166
	db	25,35
	db	27,35
	db	00
road_18$:
	db	25
	db	20,5
	db	22,5
	db	25,166
	db	24,70
	db	25,35
	db	26,70
	db	28,70
	db	29,166
	db	27,35
	db	29,35
	db	00
d12r1f4$:
	db	30
	db	22,15
	db	25,18
	db	22,65
	db	24,12
	db	31,168
	db	25,12
	db	31,167
	db	30,46
	db	23,29
	db	23,40
	db	00
d12r1f1$:
	db	30
	db	24,15
	db	26,70
	db	22,109
	db	25,12
	db	33,168
	db	23,12
	db	24,3
	db	25,46
	db	25,2
	db	28,29
	db	00
d12r1f2$:
	db	30
	db	22,15
	db	26,18
	db	23,109
	db	25,12
	db	30,168
	db	27,12
	db	30,167
	db	32,119
	db	26,40
	db	28,60
	db	00
d12r1f3$:
	db	30
	db	25,15
	db	26,70
	db	23,65
	db	24,12
	db	33,168
	db	26,12
	db	25,3
	db	31,119
	db	26,60
	db	28,2
	db	00
road_19$:
  ifn 0
	db	00
	db	05
	db	05,24
	db	10,24
	db	15,24
	db	05,24
	db	10,24
	db	15,24
	db	20,24
	db	30,24
	db	35,24
	db	40,24
  endif
road_20$:
	db	00
	db	05
	db	05,24
	db	10,24
	db	15,24
	db	05,24
	db	10,24
	db	15,24
	db	20,24
	db	30,24
	db	35,24
	db	40,24
r20r1f1$:
	db	15
	db	30,58
	db	30,47
	db	30,27
	db	30,78
	db	28,78
	db	21,107
	db	29,130
	db	28,37
	db	28,27
	db	38,8
	db	00
d16r1f1$:
	db	10
	db	30,23
	db	30,78
	db	32,27
	db	32,78
	db	28,47
	db	30,58
	db	30,47
	db	28,58
	db	38,120
	db	37,138
	db	00
d16r1f2$:
	db	10
	db	30,58
	db	30,47
	db	32,58
	db	32,47
	db	28,78
	db	30,23
	db	30,78
	db	28,27
	db	30,130
	db	37,128
	db	00
d16r1f3$:
	db	10
	db	31,47
	db	31,58
	db	33,47
	db	33,58
	db	29,78
	db	31,27
	db	31,78
	db	29,27
	db	39,138
	db	37,120
	db	00
d16r1f4$:
	db	10
	db	31,78
	db	31,27
	db	33,78
	db	33,27
	db	29,47
	db	31,58
	db	31,47
	db	29,58
	db	39,128
	db	32,130
	db	00
t9r1f1$:
	db	10
	db	32,13
	db	30,13
	db	34,163
	db	30,163
	db	34,82
	db	32,163
	db	30,55
	db	28,163
	db	37,136
	db	39,143
	db	00
d11r1f1$:
	db	10
	db	32,82
	db	34,13
	db	34,13
	db	30,163
	db	30,13
	db	32,163
	db	30,55
	db	28,163
	db	39,136
	db	37,143
	db	00
d11r1f2$:
	db	10
	db	31,13
	db	33,82
	db	35,13
	db	32,163
	db	34,51
	db	40,136
	db	34,55
	db	38,136
	db	36,163
	db	42,143
	db	00
d11r1f3$:
	db	10
	db	33,13
	db	31,13
	db	35,82
	db	32,163
	db	31,13
	db	40,136
	db	34,163
	db	35,55
	db	38,51
	db	42,143
	db	00
road_21$:
	db	25
	db	21,165
	db	23,36
	db	30,166
	db	23,165
	db	21,36
	db	30,150
	db	32,150
	db	28,30
	db	30,30
	db	32,30
	db	05
	db	05,24
	db	10,24
	db	15,24
	db	05,24
	db	10,24
	db	15,24
	db	20,24
	db	30,24
	db	35,24
	db	40,24
t4r7f1$:
	db	10
	db	46,130
	db	46,129
	db	46,54
	db	49,116
	db	49,119
	db	52,97
	db	49,38
	db	52,46
	db	53,85
	db	53,76
	db	00
d13r1f1$:
	db	15
	db	51,116
	db	51,119
	db	51,38
	db	52,1
	db	52,145
	db	52,141
	db	56,40
	db	54,101
	db	55,76
	db	60,76
	db	00
d13r1f2$:
	db	25
	db	55,1
	db	55,145
	db	55,141
	db	64,40
	db	64,46
	db	64,85
	db	57,97
	db	65,76
	db	63,76
	db	67,76
	db	00
r10r3f1$:
	db	10
	db	21,6
	db	21,173
	db	20,84
	db	24,84
	db	23,173
	db	23,6
	db	32,54
	db	35,54
	db	33,85
	db	36,85
	db	00
road_23$:
	db	10
	db	26,96
	db	33,76
	db	26,5
	db	38,35
	db	38,76
	db	38,35
	db	41,97
	db	43,76
	db	41,35
	db	43,35
	db	00
r23r1f1$:
	db	10
	db	22,106
	db	24,169
	db	26,107
	db	36,34
	db	39,34
	db	42,34
	db	41,41
	db	40,130
	db	40,145
	db	43,39
	db	00
d8r1f1$:
	db	15
	db	24,106
	db	26,169
	db	22,107
	db	42,34
	db	40,119
	db	45,34
	db	43,39
	db	41,130
	db	42,41
	db	45,41
	db	00
d14r1f4$:
	db	15
	db	24,106
	db	26,169
	db	22,107
	db	36,34
	db	39,34
	db	42,34
	db	41,39
	db	41,130
	db	42,41
	db	43,145
	db	00
d7r1f1$:
	db	20
	db	18,59
	db	19,59
	db	17,59
	db	20,59
	db	16,59
	db	15,59
	db	21,59
	db	22,59
	db	29,118
	db	31,118
	db	00
